,dhs_id,site_id,site_name,latitude,longitude,rural_urban,country,country_id,continent_id,month_start,year_start,month_end,year_end,lower_age,upper_age,examined,positive,pr,species,method,rdt_type,pcr_type,malaria_metrics_available,location_available,permissions_info,citation1,citation2,citation3
30559,,2144924,NCH_D3,-9.3088,28.8131,UNKNOWN,Zambia,ZMB,Africa,9,2017,9,2017,1,60,16,7,0.4375,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30560,,2145274,NCH_E2,-9.2638,28.7674,UNKNOWN,Zambia,ZMB,Africa,9,2017,9,2017,2,39,14,2,0.1429,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30561,,2145624,NCH_E23,-9.2636,28.8129,UNKNOWN,Zambia,ZMB,Africa,9,2017,9,2017,1,48,7,3,0.4286,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30562,,2145974,NCH_B3,-9.3992,28.8136,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,59,8,6,0.75,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30563,,2146324,NCH_C2,-9.3542,28.7678,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,2,40,4,1,0.25,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30564,,2146674,NCH_C3,-9.354,28.8134,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,43,15,14,0.9333,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30565,,2147024,NCH_D1,-9.3092,28.7221,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,43,9,0,0,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30566,,2147374,NCH_D2,-9.309,28.7676,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,82,19,7,0.3684,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30567,,2147724,NCH_E2,-9.2638,28.7674,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,39,3,0,0,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
30568,,2148074,NCH_E23,-9.2636,28.8129,UNKNOWN,Zambia,ZMB,Africa,11,2017,11,2017,1,68,17,7,0.4118,P. falciparum,RDT,,,true,true,, ICEMR. personal communication.,"Mharakurwa, Searle, for the Southern Africa International Centers of Excellence for Malaria Research, Katowa, Kobayashi, Siame, Carpi, Norris, Stevenson, Thuma and Moss (2017).  <b>Distinct parasite populations infect individuals identified through passive and active case detection in a region of declining malaria transmission in southern Zambia.</b> <i>Malaria Journal</i>, <b>16</b>(1)","Ippolito, Searle, Hamapumbu, Shields, Stevenson, Thuma, Moss and for the Southern Africa International Center of Excellence for Malaria Research (2017).  <b>House Structure Is Associated with <i>Plasmodium falciparum</i> Infection in a Low-Transmission Setting in Southern Zambia.</b> <i>The American Journal of Tropical Medicine and Hygiene</i>, <b>97</b>(5):1561-1567"
91,,3638,Basare Section Kpandai,8.47,-0.01,RURAL,Ghana,GHA,Africa,3,2002,3,2002,0.5,9,70,39,0.5571,P. falciparum,Microscopy,,,true,true,,"Ehrhardt, S., Burchard, G.D., Mantel, C., Cramer, J.P., Kaiser, S., Kubo, M., Otchwemah, R.N., Bienzle, U. and Mockenhaupt, F.P. (2006).  <b>Malaria, anemia, and malnutrition in african children--defining intervention priorities.</b> <i>The Journal of Infectious Diseases</i>, <b>194</b>(1):108-14",,
109,,6694,Dole School,5.9014,38.9412,UNKNOWN,Ethiopia,ETH,Africa,6,2009,6,2009,4,15,110,0,0,P. falciparum,Microscopy,,,true,true,,"Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25",,
131,,14021,Port Sudan (Eastern Sector),19.616,37.232,URBAN,Sudan,SDN,Africa,11,1996,11,1996,0,99,104,2,0.0192,P. falciparum,Microscopy,,,true,true,,"Hashim, A. (1998). <i>Five years plan of action in malaria control in Red Sea State 1998-2002.</i> . . Blue Nile Research and Training Institute. ", (2010). <b>http://mara-database.org/mara/.</b> . MARA/ARMA.,"Le Sueur, D., Binka, F., Lengeler, C., De Savigny, D., Snow, B., Teuscher, T. and Toure, Y. (1997).  <b>An atlas of malaria in Africa.</b> <i>Africa health</i>, <b>19</b>(2):23-4"
188,,8017,Gongoma School,6.3175,39.8362,UNKNOWN,Ethiopia,ETH,Africa,6,2009,6,2009,4,15,108,0,0,P. falciparum,Microscopy,,,true,true,,"Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25",,
271,,12873,Buriya School,7.5674,40.7521,UNKNOWN,Ethiopia,ETH,Africa,6,2009,6,2009,4,15,63,0,0,P. falciparum,Microscopy,,,true,true,,"Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25",,
278,,12260,Chobo 3,7.8996,34.4508,UNKNOWN,Ethiopia,ETH,Africa,9,1989,10,1989,0,99,108,14,0.1296,P. falciparum,Microscopy,,,true,true,,"Nigatu, W., Abebe, M. and Dejene, A. (1992).  <b><i>Plasmodium vivax</i> and <i>P. falciparum</i> epidemiology in Gambella, south-west Ethiopia.</b> <i>Tropical Medicine and Parasitology</i>, <b>43</b>(3):181-5",,
356,,21446,"Mekele, Quiha & Aynalem",13.476,39.502,UNKNOWN,Ethiopia,ETH,Africa,9,1993,12,1993,0.5,5,2080,0,0,P. falciparum,Microscopy,,,true,true,,"Adish, A.A., Esrey, S.A., Gyorkos, T.W. and Johns, T. (1999).  <b>Risk factors for iron deficiency anaemia in preschool children in northern Ethiopia.</b> <i>Public Health Nutrition</i>, <b>2</b>(3):243-52",,
359,,16833,Nyankpala,9.4063,-0.99,RURAL,Ghana,GHA,Africa,2,2002,2,2002,0.5,9,69,34,0.4928,P. falciparum,Microscopy,,,true,true,,"Ehrhardt, S., Burchard, G.D., Mantel, C., Cramer, J.P., Kaiser, S., Kubo, M., Otchwemah, R.N., Bienzle, U. and Mockenhaupt, F.P. (2006).  <b>Malaria, anemia, and malnutrition in african children--defining intervention priorities.</b> <i>The Journal of Infectious Diseases</i>, <b>194</b>(1):108-14",,
485,,8689,Vodivohitra,-16.217,49.683,RURAL,Madagascar,MDG,Africa,11,1989,11,1989,5,15,165,144,0.8727,P. falciparum,Microscopy,,,true,true,,"Lepers, J.P. (1989). <i>Rapport sur la situation du paludisme dans la région de Mananara Nord.</i> . Antananarivo. Institut Pasteur de Madagascar. ",,
570,,3434,Muzovu,-16.462,26.5751,UNKNOWN,Zambia,ZMB,Africa,5,2008,5,2008,0.3,94,48,0,0,P. falciparum,Microscopy,,,true,true,,"Mharakurwa, S., . (2009) personal communication.",,
639,,2160,Gondar (Kebele 21),12.607,37.461,URBAN,Ethiopia,ETH,Africa,11,2004,12,2004,0,99,103,4,0.0388,P. falciparum,Microscopy,,,true,true,,"Tilaye, T. and Deressa, W. (2007).  <b>Prevalence of urban malaria and assocated factors in Gondar Town, Northwest Ethiopia.</b> <i>Ethiopian Medical Journal</i>, <b>45</b>(2):151-8",,
645,,6533,Arero School,4.7192,38.765,UNKNOWN,Ethiopia,ETH,Africa,6,2009,6,2009,4,15,56,0,0,P. falciparum,Microscopy,,,true,true,,"Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25",,
737,,6706,Chobo 9,7.9183,34.4443,UNKNOWN,Ethiopia,ETH,Africa,9,1989,10,1989,0,99,260,12,0.0462,P. falciparum,Microscopy,,,true,true,,"Nigatu, W., Abebe, M. and Dejene, A. (1992).  <b><i>Plasmodium vivax</i> and <i>P. falciparum</i> epidemiology in Gambella, south-west Ethiopia.</b> <i>Tropical Medicine and Parasitology</i>, <b>43</b>(3):181-5",,
804,,13981,Sigaale,1.851,44.7,RURAL,Somalia,SOM,Africa,9,1985,9,1985,1,9,70,13,0.1857,P. falciparum,Microscopy,,,true,true,,"Warsame, M., Perlmann, H., Ali, S., Hagi, H., Farah, S., Lebbad, M. and Björkman, A. (1989).  <b>The seroreactivity against Pf155 (RESA) antigen in villagers from a mesoendemic area in Somalia.</b> <i>Tropical Medicine and Parasitology</i>, <b>40</b>(4):412-4",,
964,,3196,Ait Lamfadel,32.9833,-6.5667,RURAL,Morocco,MAR,Africa,1,2002,1,2002,0,99,664,0,0,P. falciparum,Microscopy,,,true,true,,"Faraj, C., Adlaoui, E., Rhajaou, M. and Lyagoubi, M. (2003).  <b>Estimation of malaria transmission in high-risk provinces of Morocco.</b> <i>Eastern Mediterranean Health Journal</i>, <b>9</b>(4):542-7",,
976,,10603,Heielmasakine,15.404,35.572,UNKNOWN,Sudan,SDN,Africa,11,1999,11,1999,0.4,60,90,3,0.0333,P. falciparum,Microscopy,,,true,true,,"Himeidan, Y.E., Elbashir, M.I., El-Rayah and Adam, I. (2005).  <b>Epidemiology of malaria in New Halfa, an irrigated area in eastern Sudan.</b> <i>Eastern Mediterranean Health Journal</i>, <b>11</b>(3):499-504","Himeidan, YE and Adam, I, . (2008) personal communication.",
1038,,4150,Gandile School,4.893,37.3632,UNKNOWN,Ethiopia,ETH,Africa,6,2009,6,2009,4,15,109,0,0,P. falciparum,Microscopy,,,true,true,,"Ashton, RA, Kefyalew, T, Tesfaye, G, Pullan, RL, Yadeta, D, Reithinger, R, Kolaczinski, JH and Brooker, S (2011).  <b>School-based surveys of malaria in Oromia Regional State, Ethiopia: a rapid survey method for malaria in low transmission settings.</b> <i>Malaria Journal</i>, <b>10</b>(1):25",,
